x,y,id,location_code,location,gene,gene_ensembl_id,cell_line,nRoi,Avg_Intens,Avg_Area,Avg_Std,Avg_Mode,Avg_Feret,Avg_Median,Avg_Skewness,Avg_Kurtosis
-3.2810016,3.202587,36405_571_B10_1,19,Centrosome,OBSL1,ENSG00000124006,A-431 , 10 , 22.3285 , 8626.1 , 15.9126 , 11.2 , 294.683 , 19.4 , 1.8004 , 7.1176
-3.5198083,3.9863822,36405_544_B10_2,19,Centrosome,OBSL1,ENSG00000124006,U-251 MG , 19 , 10.4108 , 5680.8947 , 11.4574 , 0 , 226.7053 , 8.1579 , 2.2627 , 11.6377
-3.6294541,4.110635,36405_544_B10_1,19,Centrosome,OBSL1,ENSG00000124006,U-251 MG , 16 , 8.7018 , 5615.75 , 10.7067 , 0 , 223.7351 , 6.25 , 2.2965 , 10.8527
-3.562012,3.4967532,37583_436_G3_2,19,Centrosome,PLEKHS1,ENSG00000148735,A-431 , 20 , 14.3369 , 7810.8 , 12.4143 , 3.45 , 270.8752 , 11.85 , 2.7089 , 17.5839
-3.5342011,3.9132204,37583_442_G3_1,19,Centrosome,PLEKHS1,ENSG00000148735,U-2 OS , 11 , 11.4408 , 7243.9091 , 9.9201 , 1.4545 , 271.3552 , 9.0909 , 1.9477 , 8.4818
-3.7771409,4.1617174,38933_415_C12_1,19,Centrosome,C11orf80,ENSG00000173715,A-431 , 15 , 11.8432 , 8193.3333 , 11.924 , 1.2 , 268.1613 , 9.8 , 3.1774 , 24.8083
-3.4879568,3.52007,3819_117_B5_2,19,Centrosome,CPE,ENSG00000109472,U-2 OS , 14 , 13.6925 , 5807.2857 , 12.2083 , 1.1429 , 225.7684 , 11.2143 , 2.2201 , 10.7917
-3.1905506,4.026748,38933_411_C12_3,19,Centrosome,C11orf80,ENSG00000173715,U-2 OS , 16 , 23.1957 , 7787.8125 , 18.5263 , 14.5625 , 293.6439 , 19.375 , 2.6597 , 13.5281
-3.466411,4.1112795,38933_411_C12_2,19,Centrosome,C11orf80,ENSG00000173715,U-2 OS , 15 , 25.32 , 7565.3333 , 21.2544 , 16 , 289.4961 , 21.0667 , 3.1662 , 17.9645
-3.2541628,3.787612,38640_1656_D9_2,19,Centrosome,LMNTD1,ENSG00000152936,SH-SY5Y , 31 , 7.5868 , 5458.4516 , 8.9294 , 0 , 206.0498 , 5.1935 , 2.3235 , 9.7953
-3.4023643,3.898913,38640_1656_D9_1,19,Centrosome,LMNTD1,ENSG00000152936,SH-SY5Y , 31 , 8.1655 , 5860.4516 , 9.4916 , 0 , 226.5495 , 5.6774 , 2.3447 , 11.3605
-3.6907783,4.142965,38585_1509_F2_6,19,Centrosome,C11orf70,ENSG00000137691,SiHa , 26 , 15.3682 , 6080.5 , 14.1678 , 0 , 238.5592 , 12.3077 , 2.1188 , 9.0294
-3.4798453,3.8950007,38585_1509_F2_4,19,Centrosome,C11orf70,ENSG00000137691,SiHa , 31 , 16.7671 , 6011.0645 , 14.6408 , 0 , 237.2686 , 13.7742 , 1.8447 , 6.8407
-3.5027163,3.3903751,38585_1125_B7_3,19,Centrosome,C11orf70,ENSG00000137691,A549 , 17 , 24.9576 , 5292 , 19.9384 , 9.4118 , 195.4718 , 20.8824 , 2.131 , 9.355
-1.9755738,-1.9910266,38585_1125_B7_2,19,Centrosome,C11orf70,ENSG00000137691,A549 , 12 , 18.7739 , 5618.8333 , 12.7248 , 13.8333 , 202.9604 , 16.6667 , 2.2955 , 14.0752
-3.486397,3.6793218,3819_117_B5_1,19,Centrosome,CPE,ENSG00000109472,U-2 OS , 14 , 11.9171 , 6303 , 11.7092 , 0 , 246.195 , 9.1429 , 2.1195 , 9.724
-3.3811536,3.2006075,37583_442_G3_2,19,Centrosome,PLEKHS1,ENSG00000148735,U-2 OS , 19 , 11.2378 , 7122.4737 , 9.443 , 1.7895 , 267.3155 , 9.5263 , 2.2887 , 14.7577
-3.828274,4.1509094,37682_441_H4_2,19,Centrosome,INPP4B,ENSG00000109452,A-431 , 16 , 8.4527 , 7322.5 , 9.4742 , 0.4375 , 256.3987 , 6.5625 , 2.6192 , 16.9421
-3.856576,4.2290826,37682_441_H4_1,19,Centrosome,INPP4B,ENSG00000109452,A-431 , 20 , 5.5829 , 7930.15 , 6.8786 , 0 , 277.3128 , 3.95 , 2.9968 , 24.6121
-3.5963998,4.0952954,37682_432_H4_3,19,Centrosome,INPP4B,ENSG00000109452,U-2 OS , 13 , 9.5997 , 7511.8462 , 9.8839 , 3.3077 , 295.9915 , 7.6154 , 3.2052 , 23.4299
-3.6770709,4.1114917,37682_432_H4_1,19,Centrosome,INPP4B,ENSG00000109452,U-2 OS , 15 , 6.972 , 6838.2667 , 5.877 , 1.6 , 262.7308 , 5.8667 , 1.7178 , 6.334
-3.6719627,4.153534,37682_430_H4_2,19,Centrosome,INPP4B,ENSG00000109452,U-251 MG , 8 , 13.7946 , 6440.125 , 17.0791 , 1.75 , 257.0482 , 10.25 , 3.2958 , 18.3706
-3.6044755,4.07966,37682_430_H4_1,19,Centrosome,INPP4B,ENSG00000109452,U-251 MG , 12 , 9.8791 , 5265.75 , 10.9979 , 0 , 207.5907 , 7.3333 , 2.5775 , 13.0206
-3.8038743,3.8267224,37606_412_H7_3,19,Centrosome,CEP164,ENSG00000110274,U-2 OS , 19 , 10.8959 , 7287.5789 , 12.002 , 0 , 281.9792 , 8.4737 , 3.2169 , 22.1152
-3.5278592,2.8358765,37606_412_H7_2,19,Centrosome,CEP164,ENSG00000110274,U-2 OS , 17 , 13.3329 , 7273.8824 , 11.1558 , 3.2941 , 276.3977 , 11.0588 , 2.1995 , 10.7087
-3.6994953,4.1465154,42011_1168_H1_1,19,Centrosome,ITPRIPL2,ENSG00000205730,SiHa , 34 , 11.3322 , 5542.4706 , 9.7215 , 0.2353 , 213.156 , 9.3824 , 1.7359 , 6.0567
-3.615701,4.0771036,42011_1168_H1_2,19,Centrosome,ITPRIPL2,ENSG00000205730,SiHa , 28 , 8.9198 , 5831.6071 , 8.6671 , 0 , 222.0873 , 7.0714 , 2.1343 , 9.3518
-3.5886347,3.937777,42011_1248_D1_1,19,Centrosome,ITPRIPL2,ENSG00000205730,A-431 , 9 , 7.1107 , 7406.5556 , 7.0642 , 0 , 263.0248 , 5.6667 , 2.3034 , 11.7447
-2.2149632,3.9013708,48565_791_D7_2,19,Centrosome,ASAP1,ENSG00000153317,U-251 MG , 15 , 18.3458 , 7135.6667 , 14.9169 , 2.7333 , 255.5966 , 15.4 , 1.9354 , 9.1537
-3.759851,4.0211897,48884_1300_G3_2,19,Centrosome,LTB,ENSG00000227507,U-2 OS , 12 , 7.7328 , 7420.5 , 6.4808 , 2.25 , 286.092 , 6.8333 , 1.708 , 10.3574
-3.5617194,4.1315956,48841_749_A8_2,19,Centrosome,ODF2,ENSG00000136811,MCF7 , 38 , 7.4707 , 6405.1842 , 8.8653 , 0 , 230.8777 , 5.3947 , 3.0772 , 22.0365
2.9659083,0.4719007,48841_749_A8_1,19,Centrosome,ODF2,ENSG00000136811,MCF7 , 48 , 7.5555 , 5530.7917 , 7.6389 , 0 , 205.3354 , 5.8125 , 2.0366 , 9.0685
-3.2227082,3.9871614,48841_735_A8_4,19,Centrosome,ODF2,ENSG00000136811,U-2 OS , 12 , 5.5475 , 6748.3333 , 6.6664 , 0 , 266.3509 , 3.6667 , 2.7311 , 15.9148
-3.4606717,3.9572647,48841_735_A8_3,19,Centrosome,ODF2,ENSG00000136811,U-2 OS , 9 , 7.2339 , 6934.3333 , 7.8152 , 0 , 262.5843 , 5.3333 , 1.8143 , 5.3528
-3.0081127,4.0915656,48565_798_D7_4,19,Centrosome,ASAP1,ENSG00000153317,A-431 , 12 , 16.9957 , 8809.4167 , 9.9741 , 9.4167 , 306.0894 , 15.75 , 1.3445 , 7.4326
-2.9014354,4.0390244,48565_798_D7_3,19,Centrosome,ASAP1,ENSG00000153317,A-431 , 17 , 14.3592 , 7123.6471 , 9.8497 , 5.1176 , 252.704 , 12.8824 , 0.9674 , 1.3728
-0.16116002,4.0215693,48565_791_D7_3,19,Centrosome,ASAP1,ENSG00000153317,U-251 MG , 15 , 18.296 , 6603.4667 , 14.3209 , 0.2 , 253.1558 , 15.6 , 1.5917 , 5.0013
-3.6417372,3.9434109,47929_1634_D4_2,19,Centrosome,PCLAF,ENSG00000166803,U-2 OS , 18 , 2.5936 , 7475.7222 , 3.2198 , 0 , 297.1941 , 1.5 , 1.6831 , 3.6818
-3.8872645,4.2349334,48884_1421_G9_1,19,Centrosome,LTB,ENSG00000227507,RT4 , 48 , 3.0244 , 5961.3542 , 2.9372 , 0.1667 , 226.8576 , 2.4583 , 1.2598 , 2.1371
-3.688766,3.8965242,47929_1634_D4_1,19,Centrosome,PCLAF,ENSG00000166803,U-2 OS , 17 , 3.0354 , 7551.6471 , 3.7206 , 0 , 294.6926 , 2.0588 , 2.1293 , 11.4676
-3.8028374,4.1652555,47929_1625_F7_2,19,Centrosome,PCLAF,ENSG00000166803,U-251 MG , 21 , 2.6234 , 6971.8571 , 3.5014 , 0 , 255.7092 , 1.7143 , 2.6956 , 18.7279
-3.7675338,4.0983486,47929_1625_F7_1,19,Centrosome,PCLAF,ENSG00000166803,U-251 MG , 28 , 2.7579 , 5704.2143 , 3.8814 , 0 , 216.2225 , 1.8214 , 3.1284 , 23.094
-3.7989674,4.0925417,47929_1609_D4_2,19,Centrosome,PCLAF,ENSG00000166803,RH-30 , 33 , 5.0515 , 6675.0303 , 5.9224 , 0 , 253.902 , 3.7576 , 2.406 , 15.4837
-3.8434346,4.092008,47929_1609_D4_1,19,Centrosome,PCLAF,ENSG00000166803,RH-30 , 32 , 4.6758 , 6558.375 , 5.3253 , 0 , 243.0434 , 3.5 , 1.9926 , 8.7499
-3.464819,4.1310415,47707_791_F9_2,19,Centrosome,PLEKHH1,ENSG00000054690,U-251 MG , 19 , 6.2094 , 5971.7368 , 7.3544 , 0 , 220.8658 , 4.3158 , 2.1779 , 8.9902
-3.6343691,3.8766348,47707_791_F9_1,19,Centrosome,PLEKHH1,ENSG00000054690,U-251 MG , 14 , 5.8554 , 6280.3571 , 8.5085 , 0 , 241.4217 , 3.6429 , 2.8067 , 15.5011
-3.1611326,4.0516033,46529_752_E9_4,19,Centrosome,CDK5RAP2,ENSG00000136861,U-251 MG , 16 , 6.382 , 6677.125 , 6.9893 , 0 , 264.3749 , 4.75 , 1.7088 , 4.8435
-3.699677,3.966888,48884_1300_G3_3,19,Centrosome,LTB,ENSG00000227507,U-2 OS , 12 , 9.3674 , 6803.75 , 7.5195 , 1.6667 , 274.1245 , 8.5833 , 1.7574 , 11.4487
-3.8827577,4.236363,48884_1421_G9_3,19,Centrosome,LTB,ENSG00000227507,RT4 , 58 , 2.0086 , 6105.2586 , 2.4895 , 0 , 232.9025 , 1.069 , 1.8223 , 5.327
-3.6799448,4.0923233,42011_1248_D1_6,19,Centrosome,ITPRIPL2,ENSG00000205730,A-431 , 16 , 8.5158 , 6885.1875 , 7.6917 , 1.3125 , 252.2564 , 7 , 2.3097 , 15.4844
-3.0138814,3.8206894,51149_712_A12_1,19,Centrosome,SMUG1,ENSG00000123415,U-2 OS , 14 , 25.8615 , 7303.9286 , 19.0548 , 5.0714 , 289.5407 , 22.1429 , 1.5395 , 4.4429
-3.2193239,3.699503,52217_760_D10_1,19,Centrosome,VPS25,ENSG00000131475,U-2 OS , 14 , 6.3561 , 7264.7143 , 6.8179 , 0 , 277.8877 , 4.6429 , 1.8085 , 7.7692
-3.5100372,3.9816813,52217_756_D10_2,19,Centrosome,VPS25,ENSG00000131475,U-251 MG , 17 , 4.5729 , 6163 , 5.6962 , 0 , 244.6149 , 2.7647 , 2.2222 , 9.6349
-3.2940779,3.834427,52217_756_D10_1,19,Centrosome,VPS25,ENSG00000131475,U-251 MG , 17 , 4.1437 , 5662.8235 , 5.5912 , 0 , 214.0309 , 2.2353 , 2.3518 , 9.7499
-1.2802043,-2.1416864,51758_779_A9_2,19,Centrosome,MZT2B,ENSG00000152082,U-2 OS , 18 , 15.2367 , 5990.1667 , 13.6525 , 0 , 238.9786 , 12.2222 , 2.001 , 7.246
-2.978974,3.9247553,51758_779_A9_1,19,Centrosome,MZT2B,ENSG00000152082,U-2 OS , 16 , 13.09 , 6399.4375 , 12.071 , 0.25 , 244.3329 , 10.3125 , 2.0956 , 8.772
-2.826021,3.7627363,51149_964_A12_2,19,Centrosome,SMUG1,ENSG00000123415,MCF7 , 45 , 35.7152 , 5652 , 24.8413 , 22.1111 , 204.404 , 30.0222 , 1.7882 , 5.3654
-2.7446318,3.8039606,51149_964_A12_1,19,Centrosome,SMUG1,ENSG00000123415,MCF7 , 35 , 35.2059 , 6229.7143 , 22.8173 , 22.7429 , 229.0404 , 30.4857 , 1.5873 , 4.3202
-2.9148672,3.7429643,51149_712_A12_2,19,Centrosome,SMUG1,ENSG00000123415,U-2 OS , 15 , 25.9128 , 7103.8667 , 19.5183 , 5.0667 , 266.5141 , 22 , 1.5773 , 4.6756
-3.4511638,3.7611372,50492_831_B11_3,19,Centrosome,ERCC6L,ENSG00000186871,U-2 OS , 15 , 12.2852 , 7090.8 , 6.7805 , 9 , 267.1866 , 11.4 , 1.2967 , 9.0629
-3.8092895,4.1956906,48884_1778_E2_3,19,Centrosome,LTB,ENSG00000227507,REH , 98 , 2.5431 , 2808.6735 , 4.3487 , 0 , 107.8122 , 0.9184 , 2.696 , 12.3279
-3.348089,3.2806127,50492_831_B11_2,19,Centrosome,ERCC6L,ENSG00000186871,U-2 OS , 13 , 33.5227 , 7269.3077 , 11.6373 , 30 , 271.0387 , 32.3077 , 1.0422 , 4.1928
-3.4816709,3.9844594,50189_800_C6_2,19,Centrosome,HPS4,ENSG00000100099,A-431 , 16 , 3.1529 , 7704.1875 , 4.5206 , 0 , 269.0607 , 1.875 , 3.454 , 38.4247
-3.582295,4.0493517,50189_800_C6_1,19,Centrosome,HPS4,ENSG00000100099,A-431 , 15 , 3.0424 , 7577.8667 , 4.1724 , 0 , 280.497 , 1.6 , 2.6354 , 16.1873
-3.2430851,3.7346382,50189_793_C6_2,19,Centrosome,HPS4,ENSG00000100099,U-251 MG , 17 , 4.0451 , 6198.1765 , 5.2973 , 0 , 237.3943 , 2 , 1.9982 , 6.7692
-3.1865013,3.7450376,50189_793_C6_1,19,Centrosome,HPS4,ENSG00000100099,U-251 MG , 15 , 3.7878 , 6201.2667 , 5.3336 , 0 , 241.6836 , 1.6 , 2.2797 , 8.8037
-3.263184,3.7510443,49352_785_D12_6,19,Centrosome,CDIP1,ENSG00000089486,HeLa , 11 , 9.4299 , 7567.9091 , 12.2393 , 0 , 294.5357 , 6.4545 , 3.326 , 20.6525
-3.186099,4.0235176,49352_785_D12_5,19,Centrosome,CDIP1,ENSG00000089486,HeLa , 8 , 5.8392 , 6322.75 , 7.6795 , 0 , 240.1941 , 4.25 , 3.3585 , 25.2002
-3.8201005,4.193216,48884_1778_E2_4,19,Centrosome,LTB,ENSG00000227507,REH , 115 , 2.6973 , 2736.5217 , 5.3602 , 0 , 104.9152 , 0.9565 , 2.9403 , 15.0573
-3.1214092,4.0843306,46529_752_E9_3,19,Centrosome,CDK5RAP2,ENSG00000136861,U-251 MG , 11 , 6.6709 , 6839.9091 , 7.5177 , 0 , 260.679 , 4.4545 , 1.5963 , 3.3099
-3.6782029,4.129246,46529_738_A9_6,19,Centrosome,CDK5RAP2,ENSG00000136861,U-2 OS , 15 , 6.7703 , 7769.6667 , 6.7203 , 0 , 302.2591 , 5.4 , 1.6651 , 5.5088
-3.5107114,3.9684062,46529_738_A9_3,19,Centrosome,CDK5RAP2,ENSG00000136861,U-2 OS , 17 , 13.587 , 6145 , 10.084 , 6.7647 , 233.7381 , 12.1176 , 1.7718 , 10.9042
-2.8968427,4.145645,42690_487_E9_2,19,Centrosome,CLEC11A,ENSG00000105472,A-431 , 15 , 9.8621 , 7580.7333 , 10.4797 , 0.1333 , 265.9413 , 7.1333 , 2.2262 , 8.3367
-3.2198021,3.7561963,43212_467_A8_2,19,Centrosome,TUBGCP4,ENSG00000137822,U-251 MG , 12 , 5.0455 , 5754.4167 , 6.6011 , 0 , 227.6168 , 3 , 2.8031 , 20.9173
1.5373902,0.61355513,43212_467_A8_1,19,Centrosome,TUBGCP4,ENSG00000137822,U-251 MG , 12 , 3.5875 , 6149.8333 , 4.7965 , 0 , 236.2034 , 1.8333 , 2.369 , 10.7065
-3.6538546,4.1506414,43212_460_A8_2,19,Centrosome,TUBGCP4,ENSG00000137822,A-431 , 8 , 6.5516 , 8205.875 , 8.9323 , 0 , 285.6171 , 4.25 , 3.5748 , 26.4732
-3.2094731,3.743331,43212_460_A8_1,19,Centrosome,TUBGCP4,ENSG00000137822,A-431 , 11 , 5.9971 , 7604.9091 , 7.5224 , 0 , 270.1198 , 3.9091 , 2.8207 , 15.7901
-3.0518854,3.9488935,42973_789_G5_6,19,Centrosome,ATG5,ENSG00000057663,U-251 MG , 14 , 18.8414 , 5723.2857 , 12.4165 , 11.7857 , 225.1581 , 16.8571 , 1.4965 , 5.4192
-3.4574344,4.035689,42973_789_G5_4,19,Centrosome,ATG5,ENSG00000057663,U-251 MG , 19 , 10.534 , 5280.1579 , 10.4892 , 0 , 200.5738 , 8.3684 , 2.4939 , 13.0262
-3.1119404,4.1771913,42690_491_E9_2,19,Centrosome,CLEC11A,ENSG00000105472,U-2 OS , 18 , 12.286 , 7610.0556 , 12.6386 , 0.8889 , 292.7238 , 9.3889 , 3.2085 , 24.8437
-2.8843553,3.889208,42690_491_E9_1,19,Centrosome,CLEC11A,ENSG00000105472,U-2 OS , 19 , 23.3117 , 6788.3684 , 19.99 , 3.2632 , 261.6682 , 18.7368 , 2.2161 , 9.1221
-2.9509726,4.1167274,42690_487_E9_1,19,Centrosome,CLEC11A,ENSG00000105472,A-431 , 16 , 11.3075 , 8572.0625 , 11.7746 , 1.125 , 302.0209 , 8.5 , 2.4396 , 13.0128
-3.3276122,3.820902,45597_1003_F7_2,19,Centrosome,CEP170,ENSG00000143702,U-2 OS , 13 , 16.258 , 7133.7692 , 11.4114 , 11 , 272.688 , 14.0769 , 1.6968 , 5.6875
-3.70682,4.111769,42642_641_B12_4,19,Centrosome,RABL2B,ENSG00000079974,U-251 MG , 12 , 4.1232 , 6085.8333 , 7.1284 , 0 , 248.003 , 1.9167 , 4.3859 , 37.7582
-3.5956485,4.0537767,42642_641_B12_1,19,Centrosome,RABL2B,ENSG00000079974,U-251 MG , 7 , 8.2213 , 6446.4286 , 9.6464 , 0 , 262.0185 , 5.7143 , 3.6509 , 30.1923
-3.6318152,4.1931877,42642_640_B12_2,19,Centrosome,RABL2B,ENSG00000079974,A-431 , 16 , 8.8433 , 7874.8125 , 12.1548 , 0 , 277.2838 , 5.9375 , 4.119 , 31.4173
-3.1483293,4.0605392,42642_640_B12_1,19,Centrosome,RABL2B,ENSG00000079974,A-431 , 15 , 9.5234 , 7505.9333 , 11.7185 , 0 , 273.9408 , 6.6667 , 3.9291 , 30.1451
-3.5182908,4.091643,42151_1773_H5_4,19,Centrosome,CEP170,ENSG00000143702,U-2 OS , 14 , 14.5749 , 7670.6429 , 9.6241 , 8 , 296.727 , 13.1429 , 1.4448 , 6.4766
-3.7306554,4.1874022,42151_1773_H5_2,19,Centrosome,CEP170,ENSG00000143702,U-2 OS , 25 , 13.7037 , 6538.24 , 8.4039 , 10.24 , 251.5402 , 12.6 , 1.1757 , 3.9158
-2.5487685,3.6324065,42141_813_G7_3,19,Centrosome,GNAI3,ENSG00000065135,A-431 , 13 , 21.4751 , 6260.0769 , 15.4539 , 13.8462 , 225.5299 , 18.4615 , 2.3858 , 12.2659
-3.1831713,3.9052522,42141_813_G7_2,19,Centrosome,GNAI3,ENSG00000065135,A-431 , 13 , 16.8587 , 6485.7692 , 15.3757 , 5 , 235.3858 , 13.8462 , 3.0807 , 19.0666
-3.4979825,4.0640492,43440_721_A10_1,19,Centrosome,TTC39A,ENSG00000085831,MCF7 , 14 , 8.2099 , 6287.1429 , 9.4178 , 0 , 230.0117 , 6.0714 , 2.6442 , 17.1517
-3.5327837,3.9996953,43440_721_A10_2,19,Centrosome,TTC39A,ENSG00000085831,MCF7 , 24 , 8.173 , 6755.0417 , 8.2164 , 0 , 239.5384 , 6.4167 , 2.0272 , 9.6137
-3.6289303,4.0477085,43440_727_A10_2,19,Centrosome,TTC39A,ENSG00000085831,U-2 OS , 17 , 6.6039 , 6202.4118 , 6.7666 , 0.5882 , 234.4261 , 5.1176 , 2.242 , 12.5228
-3.6309767,4.043017,43440_727_A10_3,19,Centrosome,TTC39A,ENSG00000085831,U-2 OS , 17 , 7.0474 , 7556.6471 , 7.7292 , 0 , 282.5672 , 5.3529 , 2.473 , 14.5222
-3.3664393,3.6804197,45597_1003_F7_1,19,Centrosome,CEP170,ENSG00000143702,U-2 OS , 10 , 17.4006 , 7516.5 , 12.0884 , 10.1 , 301.0673 , 14.9 , 1.4895 , 4.2238
-3.5163376,4.0558033,45597_1000_F7_2,19,Centrosome,CEP170,ENSG00000143702,U-251 MG , 21 , 18.0006 , 4853.2381 , 11.5387 , 10.0476 , 184.7116 , 16.0952 , 1.2223 , 2.7268
-3.5280159,4.1341863,45597_1000_F7_1,19,Centrosome,CEP170,ENSG00000143702,U-251 MG , 18 , 12.6918 , 6174.1111 , 9.4422 , 2.6667 , 236.1965 , 11.0556 , 1.1447 , 2.1977
-3.8252716,4.1203756,44882_545_F7_2,19,Centrosome,ZNF766,ENSG00000196214,U-251 MG , 20 , 4.9798 , 5742.1 , 5.9338 , 0 , 213.9193 , 3.4 , 1.9194 , 8.5223
-3.7956002,4.082581,44882_545_F7_1,19,Centrosome,ZNF766,ENSG00000196214,U-251 MG , 20 , 8.4478 , 5582.15 , 9.8879 , 0 , 204.0407 , 6.5 , 2.3102 , 12.5426
-3.6929846,3.7642207,44882_528_F7_4,19,Centrosome,ZNF766,ENSG00000196214,U-2 OS , 22 , 5.05 , 6569.4091 , 6.2161 , 0 , 262.8699 , 3.4545 , 3.2891 , 34.6265
-3.694222,4.0590453,44882_528_F7_3,19,Centrosome,ZNF766,ENSG00000196214,U-2 OS , 20 , 2.9752 , 7300.5 , 5.0015 , 0 , 279.6881 , 0.8 , 3.4205 , 28.2608
-3.7109754,3.693726,44233_556_D8_2,19,Centrosome,MKKS,ENSG00000125863,A-431 , 15 , 3.6396 , 7345.8667 , 4.215 , 0 , 260.3285 , 2.6 , 2.302 , 15.5067
-3.6068058,3.2814791,44233_556_D8_1,19,Centrosome,MKKS,ENSG00000125863,A-431 , 20 , 12.9745 , 7640.55 , 8.856 , 10.05 , 270.1696 , 11.7 , 1.9935 , 15.2803
-3.702496,4.000131,44233_519_D8_4,19,Centrosome,MKKS,ENSG00000125863,U-251 MG , 17 , 3.4573 , 6188.5882 , 7.4832 , 0 , 243.8981 , 0.8235 , 3.7745 , 26.7833
-3.8532126,4.169392,44233_519_D8_3,19,Centrosome,MKKS,ENSG00000125863,U-251 MG , 14 , 3.8731 , 6725.9286 , 6.693 , 0 , 261.3187 , 1.0714 , 3.0639 , 18.0154
-3.5527742,3.1095347,44233_516_D8_3,19,Centrosome,MKKS,ENSG00000125863,U-2 OS , 17 , 20.2803 , 7283.9412 , 15.4287 , 11.8235 , 280.8015 , 17.5882 , 2.4771 , 15.9999
-3.687714,3.5114698,44233_516_D8_1,19,Centrosome,MKKS,ENSG00000125863,U-2 OS , 15 , 16.7768 , 7175.2667 , 17.5478 , 2.4667 , 282.5093 , 13.4 , 3.0273 , 17.9584
-2.4188051,3.65318,44037_562_H8_3,19,Centrosome,RABL6,ENSG00000196642,A-431 , 14 , 20.6904 , 8382.4286 , 15.0003 , 8.9286 , 287.0211 , 17.9286 , 1.722 , 6.2952
-2.374229,3.7752512,44037_562_H8_2,19,Centrosome,RABL6,ENSG00000196642,A-431 , 10 , 29.3795 , 7816.7 , 20.3653 , 14.5 , 274.7013 , 25.4 , 1.6853 , 5.6296
-3.707058,4.074904,43440_733_A10_4,19,Centrosome,TTC39A,ENSG00000085831,A-431 , 15 , 4.9949 , 6028.9333 , 6.8073 , 0 , 225.225 , 3.6667 , 4.3592 , 42.8468
-3.785353,4.1561837,43440_733_A10_3,19,Centrosome,TTC39A,ENSG00000085831,A-431 , 9 , 5.1007 , 7354 , 8.0693 , 0 , 257.1 , 3.4444 , 3.1664 , 22.0094
