x,y,id,location_code,location,gene,gene_ensembl_id,cell_line,nRoi,Avg_Intens,Avg_Area,Avg_Std,Avg_Mode,Avg_Feret,Avg_Median,Avg_Skewness,Avg_Kurtosis
7.4636936,-1.9784809,63987_1265_E5_4,23,Mitochondria,FAM160A2,ENSG00000051009,HEK 293 , 32 , 6.4799 , 6913.9375 , 10.6896 , 0 , 261.5204 , 2.5 , 3.3471 , 16.8472
7.491761,-1.9950446,63987_1265_E5_3,23,Mitochondria,FAM160A2,ENSG00000051009,HEK 293 , 32 , 9.7763 , 7285.4688 , 15.4105 , 0 , 262.8195 , 3.9062 , 2.9672 , 11.6176
6.9684505,-1.9526179,63745_1231_D12_6,23,Mitochondria,SFXN1,ENSG00000164466,MCF7 , 22 , 16.2691 , 6039.1364 , 24.5879 , 0 , 222.4716 , 7.7727 , 3.3324 , 15.7067
7.206082,-2.0227962,63745_1231_D12_1,23,Mitochondria,SFXN1,ENSG00000164466,MCF7 , 25 , 12.939 , 8256 , 18.1545 , 0 , 294.2749 , 7.04 , 3.1915 , 15.0311
5.7926073,-0.6469053,6366_1124_H11_4,23,Mitochondria,POLRMT,ENSG00000099821,HEK 293 , 41 , 22.1683 , 6871.2195 , 18.781 , 10.2195 , 244.5206 , 17.3659 , 2.2052 , 8.1671
7.0159507,-1.7081977,63636_1401_C12_3,23,Mitochondria,SLC25A24,ENSG00000085491,RH-30 , 18 , 13.4606 , 6674.1667 , 20.6186 , 0 , 239.2826 , 6.0556 , 3.1914 , 14.0158
5.2408657,-0.49911755,62766_1194_F12_1,23,Mitochondria,DLAT,ENSG00000150768,PC-3 , 17 , 13.4457 , 5637.7647 , 20.1439 , 0 , 207.4483 , 8.1176 , 4.1164 , 25.5253
6.9305987,-1.6686763,62854_1230_F5_3,23,Mitochondria,TMEM11,ENSG00000178307,MCF7 , 48 , 38.6932 , 5984.3333 , 32.225 , 11.2917 , 226.1034 , 29.6875 , 1.7867 , 4.4005
5.7550573,-0.56710523,63062_1163_F7_1,23,Mitochondria,SLC22A5,ENSG00000197375,SiHa , 19 , 20.4594 , 6122.3158 , 17.1912 , 0.6316 , 246.1805 , 16.6316 , 1.6805 , 5.0589
6.203116,-1.1248407,63062_1159_F7_3,23,Mitochondria,SLC22A5,ENSG00000197375,U-2 OS , 10 , 26.278 , 7388.6 , 21.2891 , 8.2 , 293.1489 , 21.3 , 2.2 , 8.7383
6.100136,-1.078531,63062_1159_F7_2,23,Mitochondria,SLC22A5,ENSG00000197375,U-2 OS , 12 , 27.9722 , 7707.4167 , 24.1864 , 12.4167 , 309.3788 , 21.4167 , 2.1724 , 7.4754
6.5582957,-1.0294445,62971_1169_A11_5,23,Mitochondria,IDH3A,ENSG00000166411,SiHa , 37 , 33.142 , 5751.3243 , 24.6297 , 16.4595 , 220.0675 , 26.8649 , 1.5213 , 4.2135
6.8816056,-1.4840719,62971_1169_A11_4,23,Mitochondria,IDH3A,ENSG00000166411,SiHa , 42 , 28.1757 , 5443.9524 , 27.8242 , 9.4762 , 211.5391 , 19.619 , 1.937 , 6.1816
3.953843,0.28053764,62971_1139_H10_3,23,Mitochondria,IDH3A,ENSG00000166411,A549 , 17 , 53.2528 , 5269 , 29.1698 , 32.8824 , 204.4871 , 46.9412 , 1.3856 , 2.916
2.5828652,1.4058951,62971_1139_H10_2,23,Mitochondria,IDH3A,ENSG00000166411,A549 , 10 , 63.0734 , 5414.1 , 34.1858 , 42.5 , 214.0815 , 56.7 , 1.0243 , 1.2263
5.6994114,-0.58705,62971_1132_H10_2,23,Mitochondria,IDH3A,ENSG00000166411,U-2 OS , 22 , 26.759 , 6517.1364 , 16.164 , 19.0455 , 250.4192 , 23.4545 , 1.4457 , 3.5779
6.3172703,-1.0770041,62971_1132_H10_1,23,Mitochondria,IDH3A,ENSG00000166411,U-2 OS , 14 , 25.5376 , 7471.7143 , 21.5182 , 11.1429 , 285.7213 , 20.2857 , 2.1823 , 7.9356
5.4730844,-0.43402585,62958_1675_C9_32,23,Mitochondria,DMRTA2,ENSG00000142700,U-2 OS , 7 , 6.4437 , 9210.5714 , 8.1531 , 0 , 373.5017 , 4.2857 , 3.1382 , 19.0302
5.619087,-0.547969,62958_1675_C9_31,23,Mitochondria,DMRTA2,ENSG00000142700,U-2 OS , 13 , 4.7453 , 8117.5385 , 5.9472 , 0 , 318.3611 , 3.1538 , 2.8012 , 17.0398
6.8168187,-1.5195867,62854_1230_F5_4,23,Mitochondria,TMEM11,ENSG00000178307,MCF7 , 37 , 36.1503 , 6275.7568 , 30.8171 , 9.3243 , 235.1076 , 27.4595 , 1.783 , 4.3895
6.2855973,-0.88693655,62854_1123_F10_3,23,Mitochondria,TMEM11,ENSG00000178307,U-2 OS , 10 , 11.0823 , 7969.2 , 12.5168 , 0 , 306.6083 , 7.1 , 2.1543 , 6.3808
7.012911,-1.5432603,63636_1401_C12_1,23,Mitochondria,SLC25A24,ENSG00000085491,RH-30 , 27 , 14.1408 , 6234.1111 , 18.8539 , 0.2593 , 225.0893 , 8 , 2.9175 , 12.7523
6.299457,-0.95476925,62854_1123_F10_2,23,Mitochondria,TMEM11,ENSG00000178307,U-2 OS , 14 , 8.3782 , 7206.7857 , 9.4752 , 0 , 282.4171 , 5.8571 , 2.0575 , 8.0333
6.4517627,-1.0346736,62854_1113_F10_2,23,Mitochondria,TMEM11,ENSG00000178307,A549 , 12 , 18.3414 , 6453.3333 , 18.3338 , 1.3333 , 240.5894 , 12.8333 , 1.8389 , 4.3596
6.53413,-1.0212373,62854_1113_F10_1,23,Mitochondria,TMEM11,ENSG00000178307,A549 , 14 , 8.4159 , 6725.5 , 8.8461 , 0 , 260.639 , 5.9286 , 2.0465 , 7.2201
5.49512,-0.57365704,62805_1586_A3_3,23,Mitochondria,CARD16,ENSG00000204397,SiHa , 17 , 18.7468 , 6430.1765 , 16.178 , 4.6471 , 259.1585 , 14.8235 , 2.1677 , 8.8782
